,Imagen_original,Imagen_transformada,Escenario,EscalaGrises,Normalizado,Clahe,Gabor,HOG,MSE,SSIM,HistogramaColor,LSH,SIFT,LPIPS
26,dataset/chimenea.jpg,dataset/chimenea_parecida.jpg,parecida,0.35805854,0.41590813,0.5525199,0.00061068765,0.32572457,0.1599861184630102,0.9274754881081184,0.2364577970122964,1.0,0.821656050955414,0.6163
27,dataset/chimenea.jpg,dataset/chimenea_canalesColor.jpg,canalesColor,0.29601192,0.09674524,0.2519458,0.0017260122,0.18678197,0.03935966438137755,0.13055083696521985,0.445481358601734,0.0,0.006726457399103158,0.1211
28,dataset/cojin.jpg,dataset/cojin_recortado.jpg,recortado,0.9130224,0.7974804,0.95447105,1.3863013,0.5134278,0.2065355034279337,0.9421047395502404,0.5118030160096174,1.0,0.06333333333333335,0.7041
29,dataset/cojin.jpg,dataset/cojin_rotado.jpg,rotado,1.0858958,1.0758055,0.30531445,0.001019939,0.040252686,0.18565969666772958,0.9390008037833907,0.001004291885663533,1.0,0.017676767676767624,0.6096
30,dataset/cojin.jpg,dataset/cojin_comprimida.jpg,comprimida,0.6645237,0.72248834,0.22967789,1.0977076,0.06624305,0.0049216703204719384,0.07556611707437222,0.030457610878807384,0.0,0.2828947368421053,0.0653
31,dataset/cojin.jpg,dataset/cojin_igual.jpg,igual,0.012381358,0.028365608,0.096525036,2.7529055e-05,0.006424121,1.2577527104591837e-05,0.0004885697804176692,0.0006870636373212946,0.0,0.0,0.0004
32,dataset/cojin.jpg,dataset/cojin_retocada.jpg,retocada,0.40967658,0.46536568,0.12309313,0.00044440865,0.041302502,0.017606128029336737,0.09167495308384199,0.012562577498552718,0.125,0.3237410071942446,0.0779
33,dataset/cojin.jpg,dataset/cojin_parecida.jpg,parecida,0.5597452,0.7348309,0.75306004,0.013263071,0.04979306,0.15621198800223213,0.9060653733236477,0.3028283427322469,0.359375,0.771186440677966,0.5872
34,dataset/cojin.jpg,dataset/cojin_canalesColor.jpg,canalesColor,0.2675049,0.16707832,0.20173778,0.0004805934,0.019853456,0.06179749481823979,0.1433037923165722,0.09237212515459259,0.046875,0.016055045871559592,0.2308
35,dataset/cuadro.jpg,dataset/cuadro_recortado.jpg,recortado,1.1956941,1.3295062,0.13253511,0.4857354,0.2136739,0.15021772899394134,0.949128838405856,0.10128167375090025,1.0,0.6,0.6017
36,dataset/cuadro.jpg,dataset/cuadro_rotado.jpg,rotado,0.013886257,0.052895013,0.049297035,0.0012534275,0.20329635,0.20065168207908163,0.9543875376660199,0.0006793678301765249,1.0,0.007537688442211032,0.6307
37,dataset/cuadro.jpg,dataset/cuadro_comprimida.jpg,comprimida,0.08973077,0.39627272,1.2895818,0.61655426,0.13779573,0.009370431680484693,0.21669556926411782,0.01303279907429189,0.0,0.4207317073170732,0.1565
38,dataset/cuadro.jpg,dataset/cuadro_igual.jpg,igual,0.0022008442,0.0036420736,0.031443484,1.6097354e-05,0.005584195,1.6324338329081634e-05,0.0004897041370658384,0.00031611757421556863,0.0,0.0,0.0008
39,dataset/cuadro.jpg,dataset/cuadro_retocada.jpg,retocada,0.010425405,0.05092997,0.038881138,0.00028331668,0.045167524,0.0055717229352678565,0.06717405718029656,0.008838699893592428,0.015625,0.045454545454545414,0.0645
40,dataset/cuadro.jpg,dataset/cuadro_parecida.jpg,parecida,0.5064604,0.8584202,1.3682734,0.0008344523,0.25181648,0.19281222556600766,0.9562881505972122,0.049336276481271146,1.0,0.8809523809523809,0.6642
41,dataset/cuadro.jpg,dataset/cuadro_canalesColor.jpg,canalesColor,0.004865748,0.03147392,1.2620519,0.0035187402,0.079887226,0.033756306202168365,0.07203864411177241,0.8927660660221521,0.0,0.0292397660818714,0.0878
42,dataset/figura.jpg,dataset/figura_recortado.jpg,recortado,0.45558146,0.4268337,0.34175348,0.95740455,0.14460151,0.048465136519451536,0.5126681896767895,0.21196484569901985,1.0,0.006079027355623046,0.5641
43,dataset/figura.jpg,dataset/figura_rotado.jpg,rotado,0.32197383,0.28625444,0.46457046,0.23171723,0.5529342,0.07625258868781888,0.4796280409976318,0.00024155251146129597,1.0,0.0,0.5848
44,dataset/figura.jpg,dataset/figura_comprimida.jpg,comprimida,0.05585771,0.09674988,0.4386871,0.6042848,0.1475447,9.540816326530612e-05,0.014645244076848862,0.0046347433674119864,0.0,0.11643835616438358,0.0325
45,dataset/figura.jpg,dataset/figura_igual.jpg,igual,0.00848603,0.024336962,0.044917766,0.019524995,0.003410565,1.5750558035714286e-06,0.0003477371269928753,5.4771102667716676e-05,0.0,0.0,0.0009
46,dataset/figura.jpg,dataset/figura_retocada.jpg,retocada,0.34338394,0.20282501,0.6608256,0.56076896,0.14379102,0.0049583571827168365,0.06971605056480323,0.008179114499376583,0.140625,0.6666666666666667,0.1200
47,dataset/figura.jpg,dataset/figura_parecida.jpg,parecida,0.35319427,0.25108948,0.4546453,0.9133454,0.11726321,0.03865592633928572,0.48944867857257657,0.18269827983309483,1.0,0.3545454545454545,0.5033
48,dataset/figura.jpg,dataset/figura_canalesColor.jpg,canalesColor,0.079116255,0.10077328,0.13869298,0.28258398,0.060930762,0.0022138113839285712,0.021544895228167715,0.01617367639813061,0.046875,0.0456026058631922,0.0696
49,dataset/flor.jpg,dataset/flor_recortado.jpg,recortado,0.24107277,0.24026205,0.30935606,1.343456,0.26833424,0.21062537886639032,0.7289675093587489,0.04423952074770554,1.0,0.3384615384615385,0.6014
50,dataset/flor.jpg,dataset/flor_rotado.jpg,rotado,0.38926032,0.34374133,0.69534904,0.20400037,0.38663435,0.17840686423788266,0.798578745415177,0.0014769232075190208,1.0,0.0,0.6048
51,dataset/flor.jpg,dataset/flor_comprimida.jpg,comprimida,0.085702136,0.07553929,0.10238578,1.2928137,0.27575895,0.0004822965162627551,0.03088391915473976,0.0037072789599303935,0.0,0.16025641025641024,0.0241
52,dataset/flor.jpg,dataset/flor_igual.jpg,igual,0.009826586,0.036518037,0.086402066,0.0030387556,0.0172006,9.50813137755102e-06,0.0014996721390559964,0.0013393528108502917,0.0,0.0,0.0006
53,dataset/flor.jpg,dataset/flor_retocada.jpg,retocada,0.34628627,0.3595921,0.19031334,0.0352608,0.09805212,0.013652346938775511,0.08500346966672723,0.0030986213389824213,0.09375,0.01812688821752262,0.0818
54,dataset/flor.jpg,dataset/flor_parecida.jpg,parecida,0.6130715,0.579328,0.7039936,1.1775675,0.31559187,0.24703781927614796,0.8768831257444846,0.1931076944178236,1.0,0.6343283582089552,0.6670
55,dataset/flor.jpg,dataset/flor_canalesColor.jpg,canalesColor,0.18485957,0.17990083,0.19746077,0.066760704,0.03677986,0.5875401682079081,0.7168008462767763,1.063628274307028,0.046875,0.016393442622950838,0.6174
56,dataset/hortensia.jpg,dataset/hortensia_recortado.jpg,recortado,0.9119447,0.8789909,0.5765731,0.8614007,0.2788496,0.09145636698820153,0.9113220001503928,0.20867517514706424,1.0,0.058558558558558516,0.6693
57,dataset/hortensia.jpg,dataset/hortensia_rotado.jpg,rotado,0.31226954,0.5553051,0.49602863,0.07758029,0.24105151,0.10485747030452806,0.8463128105502463,0.00018590784302474628,1.0,0.017241379310344862,0.6339
58,dataset/hortensia.jpg,dataset/hortensia_comprimida.jpg,comprimida,0.40086585,0.22745179,0.109648,0.9718118,0.07231264,0.0008105102040816326,0.02417464010660264,0.0011573868760654804,0.015625,0.508108108108108,0.0325
59,dataset/hortensia.jpg,dataset/hortensia_igual.jpg,igual,0.006751478,0.006103272,0.17508706,0.0039432645,0.00996571,4.141621492346939e-06,0.00028704470009488503,4.564907059889656e-05,0.015625,0.0,0.0006
60,dataset/hortensia.jpg,dataset/hortensia_retocada.jpg,retocada,0.7422647,0.667417,0.5640201,0.049116563,0.120268695,0.006446785514987245,0.07832258772802059,0.003968706442644687,0.03125,0.6015037593984962,0.0743
61,dataset/hortensia.jpg,dataset/hortensia_parecida.jpg,parecida,1.098311,1.123338,0.74701536,0.057388216,0.89439535,0.06581648816167092,0.8460422525032179,0.25142945732590016,1.0,0.8782051282051282,0.6857
62,dataset/hortensia.jpg,dataset/hortensia_canalesColor.jpg,canalesColor,0.15332943,0.07609942,0.29384553,0.029646639,0.02971635,0.012376436144770407,0.036180316312200755,0.021366855106720428,0.046875,0.011286681715575675,0.1406
63,dataset/impresion.jpg,dataset/impresion_recortado.jpg,recortado,1.0896621,0.9469142,0.41233903,1.1193581,0.3848348,0.1666081570870536,0.8218651052288594,0.4758178504295658,1.0,0.06538461538461537,0.6292
64,dataset/impresion.jpg,dataset/impresion_rotado.jpg,rotado,0.42822367,0.3858857,0.5447363,0.00092926685,0.2672667,0.14066919044961734,0.7247222104098525,0.00010595934126156337,1.0,0.0,0.5873
65,dataset/impresion.jpg,dataset/impresion_comprimida.jpg,comprimida,0.119300954,0.19724274,0.29579166,1.2680898,0.12536426,0.0004628974011479592,0.029961731758793353,0.00043979742051969417,0.0,0.1728395061728395,0.0421
66,dataset/impresion.jpg,dataset/impresion_igual.jpg,igual,0.004906279,0.026848665,0.069902435,0.00011805061,0.004561308,4.184470663265306e-06,0.0005987979217888517,1.780402435946904e-05,0.0,0.0,0.0010
